Time,HsgSn,SPK_SN,Board_SN,mode,4_HalfAtlasResult,2_FullAtlasResult,1_FullAtlasResult,4_FullAtlasResult,S2S3InstallPTid,S2S3AssyStation,S2S3AssyPlatformId,Lock_PlatformId,LockScrewStation,LockScrewPlatformId,MaxPressSPKData,MaxPressCHGData,BracketMaxPress,SPK Screw 4_Half FinalTorque,SPK Screw 4_Half FinalAngle,SPK Screw 4 PrevailingTorqueMax,SPK Screw 4 PrevailingTorqueMaxAngle,SPK Screw 4_Half RealAngle,SPK Screw 4_Half TorqueAt630,SPK Screw 4_Half Prev torque retest logic,KC Screw 2_Full FinalTorque,KC Screw 2_Full FinalAngle,KC Screw 2_Full PrevailingTorqueMax,KC Screw 2_Full PrevailingTorqueMaxAngle,KC Screw 2_Full RealAngle,KC Screw 2_Full TorqueAt630,KC Screw 2_Full Prev torque retest logic,KC Screw 1_Full FinalTorque,KC Screw 1_Full FinalAngle,KC Screw 1_Full PrevailingTorqueMax,KC Screw 1_Full PrevailingTorqueMaxAngle,KC Screw 1_Full RealAngle,KC Screw 1_Full TorqueAt630,KC Screw 1_Full Prev torque retest logic,SPK Screw 4_Full FinalTorque,SPK Screw 4_Full FinalAngle,SPK Screw 4_FULL TotalAngle,SPK Screw 4_FULL Prev torque retest logic,SPK_Pick_X,SPK_Pick_Y,SPK_Pick_R,SPK_Down_X,SPK_Down_Y,SPK_Down_R,SPK_Length,SPK_Width,HSG_Up_X,HSG_Up_Y,HSG_Up_R,HSGPoc_Length,HSGPoc_Width,CHG_Pick_X,CHG_Pick_Y,CHG_Pick_R,CHG_Up_X,CHG_Up_Y,CHG_Up_R,Assy_CHGPoc_Diameter,CHG_Down_X,CHG_Down_Y,CHG_Down_R,Rotate_CHGPoc_Diameter,PickSpkPress,PickChgPress,Cap_Diameter,Bracket_X,Bracket_Y,Bracket_R,CHG_Angle,Bracket_Angle,Recheck_Bracket_Angle,1_Screw 0D nylock area,1_Screw 90D nylock area,2_Screw 0D nylock area,2_Screw 90D nylock area,4_Screw 0D nylock area,4_Screw 90D nylock area,spk_Screw_Ipn,crowling_Screw_Ipn,configName,LastResult,ImagePath,SPKCirclePointLimitUp,SPKCirclePointLimitDown,SPKPosX1,SPKPosX2,SPKPosY1,SPKPosY2,SPKAngle1,SPKAngle2,CHGPosX1,CHGPosX2,CHGPosY1,CHGPosY2,CHGAngle1,CHGAngle2,SPKCirclePointDis1,SPKCirclePointDis2,SPK_CHG_Angle1,SPK_CHG_Angle2,Have_Ornot_O-ring1,Have_Ornot_O-ring2,SPKCirToLineUp1,SPKCirToLineUp2,SPKCirToLineDown1,SPKCirToLineDown2,Up_Dn_Line_Angle1,Up_Dn_Line_Angle2,Span_CHGAngle1,Span_CHGAngle2,Span_CHG_Diameter1,Span_CHG_Diameter2,Span_CHG_Pos1,Span_CHG_Pos2,Span_CHG_Del_X1,Span_CHG_Del_X2,Span_CHG_Del_Y1,Span_CHG_Del_Y2,Cap_Variance,SPK_DnCCD_SPKPosX1,SPK_DnCCD_SPKPosX2,SPK_DnCCD_SPKPosY1,SPK_DnCCD_SPKPosY2,SPK_DnCCD_SPKAngle1,SPK_DnCCD_SPKAngle2,SPK_DnCCD_SPKCirPoint1,SPK_DnCCD_SPKCirPoint2,SPK_DnCCD_LeftCirR1,SPK_DnCCD_LeftCirR2,SPK_DnCCD_RightCirR1,SPK_DnCCD_RightCirR2,SPK_DnCCD_SPKLength1,SPK_DnCCD_SPKLength2,SPK_DnCCD_SPKWidth1,SPK_DnCCD_SPKWidth2,AssSPK_HSGPoc_X1,AssSPK_HSGPoc_X2,AssSPK_HSGPoc_Y1,AssSPK_HSGPoc_Y2,AssSPK_HSGPoc_Angle1,AssSPK_HSGPoc_Angle2,AssSPK_HSGPoc_CirDis1,AssSPK_HSGPoc_CirDis2,AssSPK_HSGPoc_LeftCirR1,AssSPK_HSGPoc_LeftCirR2,AssSPK_HSGPoc_RightCirR1,AssSPK_HSGPoc_RightCirR2,AssSPK_HSGPoc_Length1,AssSPK_HSGPoc_Length2,AssSPK_HSGPoc_Width1,AssSPK_HSGPoc_Width2,AssCHG_HSGPoint_Up1,AssCHG_HSGPoint_Up2,AssCHG_HSGPoint_Down1,AssCHG_HSGPoint_Down2,AssCHG_HSG_Angle1,AssCHG_HSG_Angle2,AssCHG_CHGPos_X1,AssCHG_CHGPos_X2,AssCHG_CHGPos_Y1,AssCHG_CHGPos_Y2,AssCHG_CHGAngle1,AssCHG_CHGAngle2,AssCHG_CHGPoc_Diameter1,AssCHG_CHGPoc_Diameter2,Pick_Up_X_Max,Pick_Up_X_Min,Pick_Up_Y_Max,Pick_Up_Y_Min,Pick_Up_Angle_Max,Pick_Up_Angle_Min,Install_Down_X_Max,Install_Down_X_Min,Install_Down_Y_Max,Install_Down_Y_Min,Install_Down_Angle_Max,Install_Down_Angle_Min,Install_Up_X_Max,Install_Up_X_Min,Install_Up_Y_Max,Install_Up_Y_Min,Install_Up_Angle_Max,Install_Up_Angle_Min,Circle1Radius_Max,Circle1Radius_Min,Circle2Radius_Max,Circle2Radius_Min,CircleDis_Max,CircleDis_Min,CircleDis12_Max,CircleDis12_Min,CircleDis23_Max,CircleDis23_Min,CircleDis34_Max,CircleDis34_Min,CircleDis41_Max,CircleDis41_Min,CircleAngle12_Max,CircleAngle12_Min,CircleAngle23_Max,CircleAngle23_Min,CircleAngle34_Max,CircleAngle34_Min,CircleAngle41_Max,CircleAngle41_Min,CircleRadius1_Max,CircleRadius1_Min,CircleRadius2_Max,CircleRadius2_Min,CircleRadius3_Max,CircleRadius3_Min,CircleRadius4_Max,CircleRadius4_Min,4_Screw_AngleMax,2_Screw_AngleMax,1_Screw_AngleM
2025-06-17 13:42:07 562,HVWHH60002G0000X7V,CTHHGR211J40000HE6+7B9G32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-14,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-2,4.0,1.0,19.76,7.93,11.77,0.17185,1045.44,0.044,469.8,1318.14,0.04055,0.0,0.34375,753.84,0.10385,615.06,1027.08,0.10285,0.0,0.3435,852.12,0.133,535.14,1125.36,0.12965,0.0,0.34365,49.14,1094.58,0.0,10478.353,-169968.52,-6.738,9444.608,-181675.78,1.109,19127.36,4248.45,10244.027,-171739.2,-0.061,17959.692,4381.59,3331.149,1061.62,83.946,6336.567,-199.471,0.0,3663.983,2662.392,-6686.168,0.0,3301.444,8.426487,4.225345,2160.223,218507.86,-231341.9,0.545,,,,1.594,1.589,1.549,1.546,0.354,0.355,452-10383-0A009,452-10820-0A002,XBW-BC15av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9700.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1600.0,3000.0,1600.0,20000.0,17000.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8220.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,3250.0,2200.0,21000.0,19500.0,3250.0,2200.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,590.0,200.0,590.0,200.0,590.0,200.0,590.0,200.0,3.0,3.0,3.0
2025-06-17 13:53:55 636,HVWHH6000160000X7V,CTHHGM110T30000HE6+7BXP32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-14,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-3,4.0,1.0,19.63,7.88,11.45,0.17215,983.34,0.0675,622.62,1256.58,0.06495,0.0,0.34335,1017.36,0.0346,589.14,1291.14,0.0333,0.0,0.34405,865.62,0.03515,628.02,1138.86,0.03515,0.0,0.3442,59.4,1042.74,0.0,10524.179,-170009.99,-7.032,9446.621,-181686.8,1.497,19151.226,4224.885,10281.78,-171722.14,-0.044,17957.219,4362.306,3318.784,1156.932,84.34,6340.295,-212.142,0.0,3674.861,2656.243,-6666.928,0.0,3305.346,8.386984,4.093959,2124.529,218482.68,-231319.4,0.698,,,,1.54,1.538,1.491,1.502,0.345,0.346,452-10383-0A009,452-10820-0A002,XBW-FC15av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9700.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1600.0,3000.0,1600.0,20000.0,17000.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8220.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,3250.0,2200.0,21000.0,19500.0,3250.0,2200.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,590.0,200.0,590.0,200.0,590.0,200.0,590.0,200.0,3.0,3.0,3.0
2025-06-17 13:56:27 109,HVWHH70001K0000X7V,CTHHGM110DF0000HE6+7BYR32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-11,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-2,4.0,1.0,19.72,7.87,12.05,0.1717,1038.96,0.0754,617.22,1312.2,0.07375,0.0,0.3435,774.36,0.0898,619.38,1048.14,0.0885,0.0,0.34335,808.38,0.12545,624.78,1082.16,0.12535,0.0,0.3435,50.22,1089.18,0.0,10586.521,-170000.11,-6.892,9444.407,-181658.77,1.201,19136.394,4243.989,10289.553,-171683.3,-0.104,17993.117,4389.515,3409.235,1076.088,84.376,6334.384,-233.173,0.0,3681.005,2647.156,-6643.641,0.0,3302.304,8.005124,4.063164,1946.419,218515.49,-231320.5,0.477,,,,1.54,1.537,1.537,1.536,0.356,0.355,452-10383-0A009,452-10820-0A002,XBW-FC15av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9700.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1600.0,3000.0,1600.0,20000.0,17000.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8220.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,3250.0,2200.0,21000.0,19500.0,3250.0,2200.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,590.0,200.0,590.0,200.0,590.0,200.0,590.0,200.0,3.0,3.0,3.0
2025-06-17 13:58:14 726,HVWHH70001G0000X7V,CTHHGM110UT0000HE6+7DGA32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-06,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-3,4.0,1.0,19.7,8.03,11.61,0.172,1132.38,0.0509,-226.26,1405.08,0.04275,0.0,0.34425,902.34,0.03755,626.94,1175.58,0.0355,0.0,0.3433,750.06,0.04035,388.8,1023.84,0.0305,0.0,0.34355,67.5,1199.88,0.0,10322.621,-170078.44,-7.358,9447.173,-181685.24,1.274,19146.125,4210.799,10338.725,-171709.96,-0.043,17944.895,4402.79,3297.816,1111.22,82.863,6299.323,-195.292,0.0,3677.016,2693.757,-6714.88,0.0,3260.076,8.538411,5.358559,2153.577,218534.56,-231249.3,0.545,,,,1.511,1.512,1.48,1.481,0.345,0.345,452-10383-0A009,452-10820-0A002,XBW-FC15av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9700.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1600.0,3000.0,1600.0,20000.0,17000.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8220.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,3250.0,2200.0,21000.0,19500.0,3250.0,2200.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,590.0,200.0,590.0,200.0,590.0,200.0,590.0,200.0,3.0,3.0,3.0
2025-06-17 14:12:13 395,HVWHH60001V0000X7V,CTHHGM110WJ0000HE6+7C8E92MGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-24,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-3,4.0,1.0,19.69,7.79,11.74,0.17185,1116.18,0.0453,629.1,1389.42,0.0453,0.0,0.3435,737.64,0.09725,628.02,1011.42,0.09725,0.0,0.3433,1001.16,0.0247,-176.04,1274.4,0.02325,0.0,0.34365,59.94,1176.12,0.0,10399.065,-170111.82,-7.272,9436.888,-181677.21,1.459,19132.292,4217.33,10226.41,-171698.78,-0.087,17970.043,4366.477,3365.926,1072.81,82.791,6297.236,-242.038,0.0,3692.461,2774.311,-6651.087,0.0,3281.663,7.680324,4.621559,2476.264,218516.98,-231354.1,0.469,,,,1.446,1.438,1.559,1.559,0.352,0.351,452-10383-0A009,452-10820-0A002,XBW-FC15av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9700.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1600.0,3000.0,1600.0,20000.0,17000.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8220.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,3250.0,2200.0,21000.0,19500.0,3250.0,2200.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,590.0,200.0,590.0,200.0,590.0,200.0,590.0,200.0,3.0,3.0,3.0
2025-06-17 14:13:43 108,HVWHH6000170000X7V,CTHHGM110DB0000HE6+7CWP32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-17,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-2,4.0,1.0,19.59,7.96,11.92,0.1718,1006.02,0.0647,623.16,1279.26,0.0625,0.0,0.34375,863.46,0.0509,517.32,1136.7,0.047,0.0,0.34345,1023.84,0.0404,571.86,1297.08,0.03695,0.0,0.34335,54.0,1060.02,0.0,10495.67,-169812.2,-6.664,9491.473,-181643.27,1.383,19128.073,4218.877,10243.188,-171693.24,-0.107,17979.639,4403.021,3327.31,1136.864,84.346,6376.016,-204.458,0.0,3679.078,2598.562,-6629.661,0.0,3269.844,8.481352,4.362891,2093.525,218487.29,-231298.7,0.571,,,,1.576,1.575,1.525,1.522,0.353,0.353,452-10383-0A009,452-10820-0A002,XBW-FC15av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9700.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1600.0,3000.0,1600.0,20000.0,17000.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8220.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,3250.0,2200.0,21000.0,19500.0,3250.0,2200.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,590.0,200.0,590.0,200.0,590.0,200.0,590.0,200.0,3.0,3.0,3.0
2025-06-17 14:19:17 605,HVWHH60001D0000X7V,CTHHGM110MK0000HE6+7BKE32AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-06,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-3,4.0,1.0,19.82,7.95,11.15,0.17185,877.5,0.07585,589.68,1150.74,0.0642,0.0,0.3433,1047.6,0.02815,553.5,1320.84,0.02305,0.0,0.3434,829.44,0.0341,628.02,1102.68,0.0341,0.0,0.34325,51.3,928.8,0.0,10269.61,-170140.08,-6.878,9463.98,-181651.85,1.523,19139.65,4233.564,10222.98,-171717.41,-0.195,17977.809,4399.745,3338.136,1140.805,84.133,6361.168,-231.125,0.0,3678.743,2626.788,-6583.113,0.0,3286.219,7.985374,4.828904,2443.562,218521.19,-231388.3,0.545,,,,1.549,1.546,1.464,1.46,0.358,0.359,452-10383-0A009,452-10820-0A002,XBW-FC15av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9700.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1600.0,3000.0,1600.0,20000.0,17000.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8220.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,3250.0,2200.0,21000.0,19500.0,3250.0,2200.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,590.0,200.0,590.0,200.0,590.0,200.0,590.0,200.0,3.0,3.0,3.0
2025-06-17 14:20:47 679,HVWHH60001C0000X7V,CTHHGM110QC0000HE6+7BNA33AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-13,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-2,4.0,1.0,19.71,8.01,11.55,0.17175,1116.72,0.07225,623.16,1389.42,0.07185,0.0,0.3434,766.8,0.1295,627.48,1040.58,0.1286,0.0,0.3433,937.44,0.03325,465.48,1210.68,0.0281,0.0,0.3433,48.6,1165.32,0.0,10489.417,-170036.96,-7.164,9492.605,-181635.63,1.41,19148.299,4229.839,10246.136,-171668.39,-0.143,17966.128,4389.508,3373.522,1090.323,84.72,6305.62,-258.354,0.0,3683.507,2650.298,-6641.444,0.0,3282.693,8.380401,5.089626,1400.411,218493.13,-231334.2,0.532,,,,1.476,1.47,1.548,1.549,0.35,0.351,452-10383-0A009,452-10820-0A002,XBW-FC15av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9700.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1600.0,3000.0,1600.0,20000.0,17000.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8220.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,3250.0,2200.0,21000.0,19500.0,3250.0,2200.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,590.0,200.0,590.0,200.0,590.0,200.0,590.0,200.0,3.0,3.0,3.0
2025-06-17 14:44:06 182,F9WHHJ01SLK0000X7R,CTHHGV610KN0000HE6+7DFL84MGXEA,JS-LA5-HM13-L1-LEAD-H1-LG-13,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-3,4.0,1.0,19.83,7.65,11.95,0.17175,773.28,0.04675,587.52,1046.52,0.03405,0.0,0.34325,669.6,0.22255,629.1,942.3,0.22255,0.0,0.3434,734.94,0.0828,628.56,1008.18,0.0828,0.0,0.3436,64.8,838.08,0.0,10506.223,-170075.82,-6.861,9488.192,-181628.92,1.1,19108.721,4199.694,10223.993,-171696.18,-0.004,17924.585,4520.891,3352.603,1142.473,84.311,6449.36,-200.89,0.0,3713.958,2583.182,-6654.012,0.0,3294.178,8.049017,4.28488,1865.723,218523.44,-231303.9,0.087,,,,1.601,1.6,1.56,1.555,0.342,0.343,452-10383-0A008,452-10820-0A001,XBW-BC03av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9000.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1500.0,3000.0,1500.0,20000.0,17800.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8300.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230000.0,-234200.0,3.1,-6.5,800.0,280.0,800.0,280.0,2850.0,2200.0,3250.0,1250.0,21000.0,19500.0,3250.0,1250.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-06-17 14:45:11 377,F9WHHJ01SLU0000X7R,CTHHGV610WD0000HE6+7A9D51MGXEA,JS-LA5-HM13-L1-LEAD-H1-LG-06,4-2-1-4,OK,OK,OK,OK,S2-1,2.0,1.0,S4-1-2,4.0,1.0,19.83,7.92,11.82,0.17205,1017.9,0.08135,615.6,1290.6,0.08065,0.0,0.3442,963.9,0.0692,464.94,1237.14,0.03305,0.0,0.3434,998.46,0.0445,412.02,1271.7,0.036,0.0,0.34355,57.78,1075.68,0.0,10318.88,-170111.07,-7.356,9464.459,-181640.36,1.41,19149.21,4259.999,10245.163,-171754.87,0.047,17995.962,4532.757,3332.366,1192.204,83.008,6384.535,-176.91,0.0,3715.008,2505.577,-6599.771,0.0,3262.728,8.575719,4.652354,1732.142,218579.81,-231301.4,0.403,,,,1.512,1.512,1.566,1.563,0.35,0.35,452-10383-0A008,452-10820-0A001,XBW-BC03av-f,1,,20800.0,20000.0,11200.0,10000.0,-169000.0,-171200.0,-5.0,-9.0,10300.0,2000.0,7300.0,700.0,97.0,78.0,0.0,0.0,0.0,0.0,9999999.0,-9999.0,2550.0,1500.0,2500.0,1500.0,4.0,-2.0,180.0,-180.0,3750.0,2750.0,6700.0,5500.0,300.0,0.0,350.0,0.0,11500.0,9800.0,8501.0,-179500.0,-182500.0,3.0,-3.0,15300.0,14000.0,2750.0,1700.0,2750.0,1700.0,19700.0,18600.0,4700.0,3700.0,11000.0,9000.0,313900.0,-210000.0,1.0,-1.0,15100.0,14050.0,3000.0,1500.0,3000.0,1500.0,20000.0,17800.0,5000.0,4000.0,2200.0,1200.0,2200.0,1200.0,180.0,-170.0,13500.0,-6500.0,8300.0,-900.0,94.0,86.0,4200.0,3200.0,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230000.0,-234200.0,3.1,-6.5,800.0,280.0,800.0,280.0,2850.0,2200.0,3250.0,1250.0,21000.0,19500.0,3250.0,1250.0,21000.0,19500.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
