Time,HsgSn,SPK_SN,Board_SN,mode,4_HalfAtlasResult,2_FullAtlasResult,1_FullAtlasResult,4_FullAtlasResult,S2S3InstallPTid,S2S3AssyStation,S2S3AssyPlatformId,Lock_PlatformId,LockScrewStation,LockScrewPlatformId,MaxPressSPKData,MaxPressCHGData,BracketMaxPress,SPK Screw 4_Half FinalTorque,SPK Screw 4_Half FinalAngle,SPK Screw 4 PrevailingTorqueMax,SPK Screw 4 PrevailingTorqueMaxAngle,SPK Screw 4_Half RealAngle,SPK Screw 4_Half TorqueAt630,SPK Screw 4_Half Prev torque retest logic,KC Screw 2_Full FinalTorque,KC Screw 2_Full FinalAngle,KC Screw 2_Full PrevailingTorqueMax,KC Screw 2_Full PrevailingTorqueMaxAngle,KC Screw 2_Full RealAngle,KC Screw 2_Full TorqueAt630,KC Screw 2_Full Prev torque retest logic,KC Screw 1_Full FinalTorque,KC Screw 1_Full FinalAngle,KC Screw 1_Full PrevailingTorqueMax,KC Screw 1_Full PrevailingTorqueMaxAngle,KC Screw 1_Full RealAngle,KC Screw 1_Full TorqueAt630,KC Screw 1_Full Prev torque retest logic,SPK Screw 4_Full FinalTorque,SPK Screw 4_Full FinalAngle,SPK Screw 4_FULL TotalAngle,SPK Screw 4_FULL Prev torque retest logic,SPK_Pick_X,SPK_Pick_Y,SPK_Pick_R,SPK_Down_X,SPK_Down_Y,SPK_Down_R,SPK_Length,SPK_Width,HSG_Up_X,HSG_Up_Y,HSG_Up_R,HSGPoc_Length,HSGPoc_Width,CHG_Pick_X,CHG_Pick_Y,CHG_Pick_R,CHG_Up_X,CHG_Up_Y,CHG_Up_R,Assy_CHGPoc_Diameter,CHG_Down_X,CHG_Down_Y,CHG_Down_R,Rotate_CHGPoc_Diameter,PickSpkPress,PickChgPress,Cap_Diameter,Bracket_X,Bracket_Y,Bracket_R,CHG_Angle,Bracket_Angle,Recheck_Bracket_Angle,1_Screw 0D nylock area,1_Screw 90D nylock area,2_Screw 0D nylock area,2_Screw 90D nylock area,4_Screw 0D nylock area,4_Screw 90D nylock area,spk_Screw_Ipn,crowling_Screw_Ipn,configName,LastResult,ImagePath,SPKCirclePointLimitUp,SPKCirclePointLimitDown,SPKPosX1,SPKPosX2,SPKPosY1,SPKPosY2,SPKAngle1,SPKAngle2,CHGPosX1,CHGPosX2,CHGPosY1,CHGPosY2,CHGAngle1,CHGAngle2,SPKCirclePointDis1,SPKCirclePointDis2,SPK_CHG_Angle1,SPK_CHG_Angle2,Have_Ornot_O-ring1,Have_Ornot_O-ring2,SPKCirToLineUp1,SPKCirToLineUp2,SPKCirToLineDown1,SPKCirToLineDown2,Up_Dn_Line_Angle1,Up_Dn_Line_Angle2,Span_CHGAngle1,Span_CHGAngle2,Span_CHG_Diameter1,Span_CHG_Diameter2,Span_CHG_Pos1,Span_CHG_Pos2,Span_CHG_Del_X1,Span_CHG_Del_X2,Span_CHG_Del_Y1,Span_CHG_Del_Y2,Cap_Variance,SPK_DnCCD_SPKPosX1,SPK_DnCCD_SPKPosX2,SPK_DnCCD_SPKPosY1,SPK_DnCCD_SPKPosY2,SPK_DnCCD_SPKAngle1,SPK_DnCCD_SPKAngle2,SPK_DnCCD_SPKCirPoint1,SPK_DnCCD_SPKCirPoint2,SPK_DnCCD_LeftCirR1,SPK_DnCCD_LeftCirR2,SPK_DnCCD_RightCirR1,SPK_DnCCD_RightCirR2,SPK_DnCCD_SPKLength1,SPK_DnCCD_SPKLength2,SPK_DnCCD_SPKWidth1,SPK_DnCCD_SPKWidth2,AssSPK_HSGPoc_X1,AssSPK_HSGPoc_X2,AssSPK_HSGPoc_Y1,AssSPK_HSGPoc_Y2,AssSPK_HSGPoc_Angle1,AssSPK_HSGPoc_Angle2,AssSPK_HSGPoc_CirDis1,AssSPK_HSGPoc_CirDis2,AssSPK_HSGPoc_LeftCirR1,AssSPK_HSGPoc_LeftCirR2,AssSPK_HSGPoc_RightCirR1,AssSPK_HSGPoc_RightCirR2,AssSPK_HSGPoc_Length1,AssSPK_HSGPoc_Length2,AssSPK_HSGPoc_Width1,AssSPK_HSGPoc_Width2,AssCHG_HSGPoint_Up1,AssCHG_HSGPoint_Up2,AssCHG_HSGPoint_Down1,AssCHG_HSGPoint_Down2,AssCHG_HSG_Angle1,AssCHG_HSG_Angle2,AssCHG_CHGPos_X1,AssCHG_CHGPos_X2,AssCHG_CHGPos_Y1,AssCHG_CHGPos_Y2,AssCHG_CHGAngle1,AssCHG_CHGAngle2,AssCHG_CHGPoc_Diameter1,AssCHG_CHGPoc_Diameter2,Pick_Up_X_Max,Pick_Up_X_Min,Pick_Up_Y_Max,Pick_Up_Y_Min,Pick_Up_Angle_Max,Pick_Up_Angle_Min,Install_Down_X_Max,Install_Down_X_Min,Install_Down_Y_Max,Install_Down_Y_Min,Install_Down_Angle_Max,Install_Down_Angle_Min,Install_Up_X_Max,Install_Up_X_Min,Install_Up_Y_Max,Install_Up_Y_Min,Install_Up_Angle_Max,Install_Up_Angle_Min,Circle1Radius_Max,Circle1Radius_Min,Circle2Radius_Max,Circle2Radius_Min,CircleDis_Max,CircleDis_Min,CircleDis12_Max,CircleDis12_Min,CircleDis23_Max,CircleDis23_Min,CircleDis34_Max,CircleDis34_Min,CircleDis41_Max,CircleDis41_Min,CircleAngle12_Max,CircleAngle12_Min,CircleAngle23_Max,CircleAngle23_Min,CircleAngle34_Max,CircleAngle34_Min,CircleAngle41_Max,CircleAngle41_Min,CircleRadius1_Max,CircleRadius1_Min,CircleRadius2_Max,CircleRadius2_Min,CircleRadius3_Max,CircleRadius3_Min,CircleRadius4_Max,CircleRadius4_Min,4_Screw_AngleMax,2_Screw_AngleMax,1_Screw_AngleM
2025-07-02 13:37:27 195,F9WHHC0024B0000X7Q,DTVHGM132YB0000HE6+733343AGFCP,JS-LA5-HM13-L1-LEAD-H1-LG-17,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.6,9.929999,12.53,0.17205,934.2,0.0748,554.04,1207.44,0.05005,0.0,0.34365,853.74,0.10925,628.56,1126.98,0.10925,0.0,0.34325,613.44,0.34325,613.44,886.68,0.34325,0.0,0.34365,68.58,1002.78,0.0,10496.892,-169967.52,-7.207,9527.198,-181633.93,1.43,19217.349,4261.915,10258.218,-171784.24,-0.027,17959.73,4439.322,3284.804,1188.615,84.982,6393.395,-224.517,0,3768.755,2539.357,-6631.51,0,3280.473,8.354065,4.38342,889.675,218571.32,-231288.1,0.518,,,,1.476,1.477,1.437,1.432,0.339,0.338,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:38:40 778,F9WHHC001V00000X7Q,DTVHGM140CS0000HE6+741693AGFBP,JS-LA5-HM13-L1-LEAD-H1-LG-37,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.54,9.83,11.43,0.1721,1092.96,0.0603,394.74,1365.66,0.0578,0.0,0.3437,704.7,0.09195,629.64,977.94,0.09195,0.0,0.34345,852.66,0.0774,602.64,1125.9,0.0717,0.0,0.3436,40.5,1133.46,0.0,10553.855,-170018.2,-7.197,9458.448,-181686.69,1.634,19198.075,4224.13,10228.675,-171822.42,-0.089,17946.998,4430.379,3311.835,1199.105,83.559,6387.574,-197.01,0,3769.197,2624.681,-6634.21,0,3278.815,8.066573,3.909348,934.859,218525.47,-231324.0,0.665,,,,1.571,1.573,1.513,1.51,0.333,0.332,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:42:26 341,F9WHHC002680000X7Q,DTVHGM133HA0000HE6+770794AGFBP,JS-LA5-HM13-L1-LEAD-H1-LG-24,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.43,9.9,12.74,0.17185,891.54,0.069,627.48,1164.78,0.069,0.0,0.3441,780.84,0.09175,476.82,1054.08,0.08855,0.0,0.3438,985.5,0.06425,490.86,1258.74,0.0578,0.0,0.34355,52.92,944.46,0.0,10555.797,-170173.31,-7.153,9532.232,-181645.59,1.458,19158.673,4215.318,10247.452,-171744.34,-0.075,17954.687,4447.682,3362.915,1160.793,83.754,6303.544,-239.28,0,3736.688,2663.737,-6641.668,0,3291.549,8.106076,3.986044,1150.313,218550.67,-231313.6,0.423,,,,1.546,1.545,1.537,1.533,0.341,0.34,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:44:34 741,F9WHHD000460000X7Q,DTVHGM130520000HE6+732891AGFCP,JS-LA5-HM13-L1-LEAD-H1-LG-11,4-2-1-4,OK,OK,Toss,OK,S2-1,2,1,S4-1-3,4,1,19.6,9.88,12.96,0.1724,650.16,0.12425,628.56,922.86,0.12425,0.0,0.34365,652.32,0.22705,629.1,925.56,0.22705,0.0,0.34355,501.12,0.34355,501.12,773.82,0.34355,0.0,0.3436,67.5,717.66,0.0,10531.791,-169970.42,-7.26,9458.308,-181693.54,1.616,19195.696,4227.452,10236.276,-171832.39,-0.037,17974.19,4445.669,3381.578,1257.496,83.757,6271.179,-209.446,0,3730.522,2721.446,-6664.919,0,3295.41,8.222389,4.013739,1142.577,218531.82,-231312.1,0.613,,,,1.517,1.51,1.495,1.495,0.331,0.334,452-10383-0A008,452-10820-0A002,RBW-G46av-f,114,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:45:45 861,F9WHHD0005M0000X7Q,DTVHGM1408N0000HE6+747543AGFSP,JS-LA5-HM13-L1-LEAD-H1-LG-13,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.35,9.86,10.51,0.172,940.14,0.05745,542.16,1213.38,0.03765,0.0,0.34355,898.02,0.1122,590.22,1171.26,0.10895,0.0,0.34335,852.12,0.1001,498.96,1125.36,0.07985,0.0,0.34375,54.54,994.68,0.0,10381.866,-170122.18,-6.998,9475.386,-181689.18,1.505,19173.0,4251.536,10178.251,-171834.86,-0.109,17942.891,4516.706,3336.437,1188.009,83.694,6356.733,-207.083,0,3749.258,2631.348,-6623.456,0,3297.847,7.38186,4.744735,1084.266,218556.81,-231355.9,0.294,,,,1.542,1.543,1.565,1.563,0.347,0.348,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:46:58 380,F9WHHC0028E0000X7Q,DTVHGM143Y30000HE6+769991AGFBP,JS-LA5-HM13-L1-LEAD-H1-LG-14,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.51,9.889999,10.02,0.17185,1026.54,0.0838,625.86,1299.78,0.08025,0.0,0.34385,827.82,0.0899,320.22,1101.06,0.0743,0.0,0.3433,747.36,0.05745,469.8,1020.06,0.05325,0.0,0.34355,51.84,1078.38,0.0,10360.452,-170103.4,-7.427,9467.661,-181653.16,1.707,19158.19,4222.978,10256.944,-171791.9,-0.091,17951.184,4445.107,3398.69,1260.187,82.674,6349.357,-205.398,0,3759.566,2698.504,-6626.344,0,3274.476,8.239947,4.980821,1203.053,218567.49,-231299.5,0.616,,,,1.509,1.509,1.51,1.512,0.344,0.343,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:48:09 922,F9WHHC0022D0000X7Q,DTVHGM133Y90000HE6+724291AGFCP,JS-LA5-HM13-L1-LEAD-H1-LG-06,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.62,9.9,12.21,0.1717,826.74,0.09445,539.46,1099.98,0.0677,0.0,0.3436,888.3,0.13735,627.48,1161.54,0.1373,0.0,0.34325,969.3,0.10095,556.74,1242.54,0.0713,0.0,0.34375,49.14,875.88,0.0,10405.137,-169919.92,-7.191,9484.446,-181669.41,1.457,19192.829,4228.133,10235.847,-171863.15,-0.098,17950.353,4517.812,3288.09,1184.344,85.306,6362.682,-251.733,0,3738.522,2655.15,-6606.849,0,3295.065,8.235558,4.330045,1255.661,218577.66,-231320.8,0.533,,,,1.542,1.543,1.486,1.483,0.346,0.346,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:49:22 393,F9WHHC001X30000X7Q,DTVHGM132240000HE6+735842AGFSP,JS-LA5-HM13-L1-LEAD-H1-LG-17,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.63,9.87,12.51,0.17185,743.04,0.07955,547.02,1016.28,0.07235,0.0,0.3434,602.1,0.3434,602.1,875.34,0.3434,0.0,0.34365,816.48,0.1552,629.1,1089.72,0.1552,0.0,0.34355,42.66,785.7,0.0,10496.94,-169907.74,-7.194,9444.707,-181673.18,1.512,19178.588,4240.565,10237.609,-171890.39,0.032,17980.768,4507.999,3372.208,1187.268,84.274,6366.648,-152.599,0,3794.645,2701.424,-6715.127,0,3268.082,8.086325,4.178128,965.765,218607.77,-231311.9,0.573,,,,1.533,1.531,1.542,1.543,0.345,0.343,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:50:33 530,F9WHHC0024Z0000X7Q,DTVHGM130K30000HE6+735343AGFBP,JS-LA5-HM13-L1-LEAD-H1-LG-37,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.37,9.94,12.71,0.17165,742.5,0.08105,516.24,1016.28,0.06425,0.0,0.34375,888.84,0.1278,581.04,1162.08,0.1147,0.0,0.34365,899.1,0.1574,611.82,1172.34,0.1553,0.0,0.3433,48.6,791.1,0.0,10541.994,-169977.97,-6.961,9479.048,-181675.07,1.474,19207.623,4269.33,10296.181,-171783.73,0.011,17972.661,4478.118,3282.251,1185.483,82.967,6314.205,-181.236,0,3781.379,2668.599,-6660.202,0,3313.672,7.776887,3.909348,1012.127,218537.97,-231267.3,0.505,,,,1.547,1.546,1.495,1.499,0.347,0.344,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:51:46 097,F9WHHC0026V0000X7Q,DTVHGM142Q30000HE6+751793AGFCP,JS-LA5-HM13-L1-LEAD-H1-LG-24,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.57,9.92,12.32,0.1718,773.82,0.08765,415.26,1047.06,0.05255,0.0,0.3442,770.04,0.2016,535.68,1042.74,0.1967,0.0,0.34365,624.78,0.34365,624.78,898.02,0.34365,0.0,0.3439,55.62,829.44,0.0,10560.286,-170015.39,-6.814,9466.533,-181684.53,1.137,19172.053,4223.183,10243.447,-171834.13,-0.049,17969.762,4445.253,3383.489,1171.117,84.328,6347.338,-252.1,0,3766.696,2678.309,-6600.563,0,3266.348,7.702271,3.679261,1053.661,218547.57,-231305.2,0.463,,,,1.518,1.522,1.559,1.557,0.331,0.333,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 13:52:57 865,F9WHHC0025V0000X7Q,DTVHGM142KS0000HE6+734943AGFBP,JS-LA5-HM13-L1-LEAD-H1-LG-13,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.59,9.849999,12.75,0.1722,743.04,0.10545,627.48,1015.74,0.10465,0.0,0.34415,761.4,0.10865,604.26,1034.64,0.1051,0.0,0.34425,696.06,0.10445,629.64,968.76,0.10445,0.0,0.3433,415.26,1158.3,0.0,10518.761,-169934.88,-6.807,9459.904,-181676.63,1.319,19173.998,4281.821,10224.466,-171810.55,-0.098,17962.499,4439.639,3273.415,1184.949,84.575,6353.633,-254.029,0,3747.779,2665.872,-6651.943,0,3264.974,8.178498,5.438623,1378.499,218580.55,-231300.6,0.559,,,,1.54,1.529,1.487,1.482,0.343,0.344,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13520,2000,8300,-900,92,80,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230800.0,-234200.0,3.0,-6.5,800.0,280.0,800.0,274.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-87.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
2025-07-02 14:06:15 267,F9W007683520000X7U,CTHHGQ110500000HE6+7C8P34AGFDA,JS-LA5-HM13-L1-LEAD-H1-LG-11,4-2-1-4,OK,OK,OK,OK,S2-1,2,1,S4-1-3,4,1,19.44,7.89,10.61,0.1716,848.34,0.03005,414.18,1122.12,0.0112,0.0,0.34405,745.2,0.12915,625.32,1018.98,0.12915,0.0,0.34345,889.92,0.10365,629.1,1163.16,0.10365,0.0,0.34345,37.8,886.14,0.0,10442.104,-169924.56,-7.138,9473.479,-181660.95,1.505,19162.387,4230.798,10233.683,-171657.91,-0.033,17971.02,4570.975,3381.701,1093.907,83.671,6343.662,-259.547,0,3652.881,2634.715,-6547.047,0,3278.052,8.042433,3.926391,1049.883,218466.24,-231343.0,0.313,,,,1.508,1.506,1.493,1.487,0.347,0.347,452-10383-0A008,452-10820-0A002,RBW-G46av-f,1,,20800,20000,11200,10000,-169000,-171200,-5,-9,10300,2000,7300,700,97,78,0,0,0,0,9999999,-9999,2550,1500,2500,1500,4,-2,180,-180,3750,2750,6700,5500,300,0,300,0,11500,9800,8501,-179500,-182500,3,-3,15300,14000,2750,1700,2750,1700,19700,18600,4700,3700,11000,9700,313900,-210000,1,-1,15100,14050,3000,1600,3000,1600,20000,17000,5000,4000,2200,1200,2200,1200,180,-170,13550,-6500,8300,-900,94,86,4200,3200,224200.0,218000.0,-233700.0,-239850.0,10.0,-10.0,230000.0,219600.0,-235000.0,-238000.0,5.0,-4.0,219450.0,217850.0,-230700.0,-234200.0,3.0,-6.5,800.0,250.0,800.0,240.0,2850.0,2200.0,2680.0,2480.0,20990.0,20790.0,2680.0,2480.0,20990.0,20790.0,-88.0,-92.0,2.0,-2.0,93.0,88.0,2.0,-2.0,700.0,200.0,700.0,200.0,700.0,200.0,700.0,200.0,3.0,3.0,3.0
